,Stopwords?,References Preserved?,Training Algorithm,Ngrams?,Dimensions,Window,Minimum Count Threshold,Number of Training Epochs,Pearson Correlation Coefficient,Pearson Correlation Coefficient P-Value,Spearman Correlation Coefficient,Spearman Correlation Coefficient P-Value,Unknown Word Pairs,Overall Analogy Accuracy (%)
478,False,False,Word2Vec,True,256,8,50,20,0.4142444044534343,0.15934826410727995,0.4525775332210202,0.12045171978320672,23.52941176470588,18.75
479,False,False,Word2Vec,True,32,2,20,5,0.1995994114731637,0.44245021576706334,0.2249752851661414,0.38531227745703467,0.0,0.0
480,True,True,FastText,True,32,8,20,5,0.4360640343662908,0.08015114970866584,0.28430942630886,0.2687394538044364,0.0,0.0
481,False,True,Word2Vec,True,64,8,50,5,0.3318556694379477,0.26797874995954823,0.28495622462064235,0.34533840958362305,23.52941176470588,6.25
482,True,True,FastText,True,64,8,20,20,0.3546579059598961,0.1624704853873117,0.3102681130587994,0.22550448823276031,0.0,0.0
483,True,True,FastText,True,64,20,20,20,0.3242199381619959,0.20422545388489227,0.2768926586660202,0.2819664239709679,0.0,0.0
484,False,True,Word2Vec,True,256,2,20,2,0.1779529777373671,0.49440630024031895,0.18171080724957572,0.4851829809184859,0.0,0.0
485,False,False,FastText,True,128,8,50,20,0.30654481554840873,0.30834774468488935,0.2151140127038182,0.48032169937175884,23.52941176470588,0.0
486,True,False,Word2Vec,True,32,8,20,8,0.3361500294625674,0.1871038465817297,0.32262939246353245,0.20658266852840249,0.0,0.0
487,False,False,Word2Vec,True,256,8,5,5,0.31341784961107605,0.22058150235410473,0.3597132306777316,0.15614319789758951,0.0,4.761904761904762
488,True,False,Word2Vec,True,64,8,5,5,0.3152056347204066,0.2178181808123752,0.2595868674993939,0.3143361621394294,0.0,0.0
489,True,True,Word2Vec,True,64,8,50,20,0.3227631669627851,0.2821042687520631,0.3631795019674853,0.22257287415981278,23.52941176470588,18.75
490,True,False,FastText,True,128,8,50,20,0.31196372060505995,0.29943052131941134,0.2151140127038182,0.48032169937175884,23.52941176470588,0.0
491,True,True,FastText,True,256,2,20,2,0.37601013719544746,0.13689176665514735,0.3300461601063723,0.19574094992634922,0.0,0.0
492,False,True,FastText,True,256,8,5,8,0.26002737056079445,0.3134861601208708,0.32881003216589894,0.19752141181421173,0.0,0.0
493,True,False,FastText,True,32,2,5,8,0.4031543115303142,0.10858101781373132,0.3646577424396248,0.15011857633807937,0.0,0.0
494,False,False,Word2Vec,True,256,8,20,8,0.38145672032991546,0.13084096836603062,0.38938030124909084,0.12237389697242082,0.0,5.0
495,False,False,FastText,True,256,2,20,8,0.2446883365994284,0.34387963318636944,0.32139326452305916,0.20842679544350706,0.0,0.0
496,False,True,FastText,True,256,8,20,20,0.2029927536347987,0.434568657064849,0.3609493586182049,0.15462189697809428,0.0,0.0
497,False,True,FastText,True,64,20,10,20,0.2972467612007056,0.2465974195088605,0.26823976308270703,0.2978882212965188,0.0,4.761904761904762
498,True,True,Word2Vec,True,256,2,5,2,0.16434276136846487,0.5284992802079003,0.22250302928519478,0.3906934020932482,0.0,0.0
499,True,False,FastText,True,32,2,5,5,0.3914218331375761,0.12025598468262894,0.3040874733564328,0.23536738880917668,0.0,0.0
500,False,True,FastText,True,32,8,5,5,0.3575611098679008,0.15881600441682842,0.2299197969280346,0.37467269099919065,0.0,0.0
501,True,False,FastText,True,64,8,20,20,0.3685481614520405,0.14549134081202483,0.29296232189217314,0.25379918563566767,0.0,0.0
502,False,False,Word2Vec,True,128,8,50,20,0.37189820353815006,0.21083434859095887,0.2989246670040071,0.3211381120185616,23.52941176470588,0.0
503,True,True,Word2Vec,True,64,8,10,5,0.3467053188051856,0.1727705488613853,0.4005054527133506,0.11114369540383161,0.0,0.0
504,True,False,Word2Vec,True,64,8,10,5,0.2994081865677387,0.24301344597868596,0.28307329836838674,0.27091697022023004,0.0,0.0
505,True,False,Word2Vec,True,128,20,10,5,0.4009837265912105,0.11067785143351154,0.4375892909275497,0.07898057596372604,0.0,28.57142857142857
506,True,True,Word2Vec,True,256,8,20,5,0.37149161132903186,0.1420560752761556,0.2904900660112265,0.25801383980025383,0.0,10.0
507,True,True,Word2Vec,True,128,8,50,5,0.353548496322809,0.23599507425426988,0.2598130283305856,0.3913103104854949,23.52941176470588,12.5
508,True,True,Word2Vec,True,32,2,20,5,0.2299682366649494,0.37456927106833,0.20272498223762192,0.4351879430697284,0.0,0.0
509,False,True,Word2Vec,True,64,8,10,5,0.366498480521339,0.1479168618195075,0.33746292774921205,0.18527956715984054,0.0,14.285714285714285
510,False,True,FastText,True,256,20,20,5,0.24419264901979895,0.34488897684526865,0.3349906718682655,0.18872462207682716,0.0,0.0
511,True,True,FastText,True,256,8,5,8,0.3012524731631518,0.23998140486046274,0.3152126248206926,0.21780742039202328,0.0,0.0
512,True,False,FastText,True,256,2,20,2,0.3860463541790158,0.12588844166970498,0.32139326452305916,0.20842679544350706,0.0,0.0
513,False,True,Word2Vec,True,256,8,10,5,0.3292331812623653,0.19691073705929568,0.33128228804684556,0.1939710540270862,0.0,9.523809523809524
514,True,True,Word2Vec,True,256,2,20,2,0.17159522738193989,0.5101997399912299,0.31397649688021934,0.21971561315051344,0.0,0.0
515,True,True,Word2Vec,True,128,20,10,5,0.429625543102658,0.08523171826096787,0.3906164291895642,0.1210884297916715,0.0,9.523809523809524
516,True,True,Word2Vec,True,256,20,50,20,0.42624565230032296,0.14639870022014834,0.46654597560438493,0.10802600993063873,23.52941176470588,12.5
517,True,False,FastText,True,64,20,5,20,0.3241463586922237,0.20433411156168488,0.2768926586660202,0.2819664239709679,0.0,0.0
518,True,True,Word2Vec,True,32,2,5,8,0.19459501353354025,0.45420600305489084,0.1693495278448427,0.515834192866915,0.0,0.0
519,True,True,FastText,True,256,20,10,20,0.23746171123278056,0.35876172098958187,0.3609493586182049,0.15462189697809428,0.0,0.0
520,False,False,Word2Vec,True,128,8,50,5,0.2834190217877273,0.3480607042259775,0.2737814707139504,0.3653922768997635,23.52941176470588,18.75
521,False,True,FastText,True,128,20,5,20,0.2562521623055097,0.3208148155832704,0.369602254201518,0.14425464275843936,0.0,4.761904761904762
522,True,False,FastText,True,32,2,20,8,0.375545352377721,0.13741690495957012,0.30037908953501297,0.2414142723912359,0.0,0.0
523,True,False,FastText,True,256,20,20,20,0.23074788720535416,0.3729068757984726,0.36218548655867816,0.15311070819507402,0.0,5.0
524,False,True,Word2Vec,True,32,8,5,2,0.34099704555586174,0.18042756567111812,0.34735195127299856,0.17191711157059128,0.0,0.0
525,False,False,FastText,True,32,8,5,2,0.42726149099884003,0.08715439679838542,0.2954345777731197,0.24962771770731426,0.0,0.0
526,False,True,Word2Vec,True,32,8,20,2,0.32989488954303386,0.19595826543308884,0.36712999832057136,0.1471666177374228,0.0,0.0
527,True,True,Word2Vec,True,256,8,20,2,0.41663455519940873,0.09618536897264746,0.483326024725062,0.0493607317199952,0.0,0.0
528,False,False,FastText,True,256,20,10,5,0.25521398494769554,0.32284761074932616,0.3658938703800981,0.14863758711556335,0.0,0.0
529,False,False,Word2Vec,True,256,2,5,5,0.17178170612105453,0.5097331663346847,0.09270959553549782,0.7234145755527628,0.0,0.0
530,True,False,Word2Vec,True,256,2,5,8,0.24468611776420468,0.34388414752087787,0.17800242342815584,0.4942843969087176,0.0,0.0
531,True,True,FastText,True,256,20,50,5,0.21762494897482842,0.47508677542073313,0.2262887666105101,0.4572322368103827,23.52941176470588,0.0
532,False,True,Word2Vec,True,32,8,20,5,0.32345755936599047,0.20535311479618262,0.3040874733564328,0.23536738880917668,0.0,0.0
533,False,False,FastText,True,64,8,20,20,0.35775380354707204,0.15857543518394485,0.31768488070163925,0.21402313132276124,0.0,0.0
534,True,True,Word2Vec,True,64,8,5,5,0.24207126605218288,0.34922772666873647,0.22373915722566812,0.3879977480574588,0.0,0.0
535,False,False,Word2Vec,True,32,2,5,5,0.26546337658872743,0.3031085407393761,0.26700363514223374,0.30020577343604743,0.0,0.0
536,True,False,FastText,True,64,20,10,5,0.331852672284983,0.193157932967202,0.30037908953501297,0.2414142723912359,0.0,0.0
537,True,True,Word2Vec,True,256,20,10,5,0.39578313714539615,0.11581784835935559,0.38196353360625107,0.1302875420473077,0.0,23.809523809523807
538,True,False,Word2Vec,True,128,8,20,5,0.4033848769897315,0.10835995159470711,0.37454676596341124,0.13854986038491204,0.0,0.0
539,False,False,FastText,True,256,8,50,20,0.22563815684100028,0.4585616975701495,0.2151140127038182,0.48032169937175884,23.52941176470588,0.0
540,True,True,Word2Vec,True,64,20,10,20,0.41776088303580333,0.09519771675000487,0.44006154680849635,0.07710972713996997,0.0,0.0
541,True,True,Word2Vec,True,128,8,5,20,0.450458013436848,0.0695948081350799,0.48208989678458875,0.05003055694166164,0.0,14.285714285714285
542,False,True,Word2Vec,True,256,8,20,20,0.4435732485281064,0.07450813602228608,0.42770026740376327,0.08679519537478221,0.0,10.0
543,True,False,FastText,True,256,8,20,5,0.2970316321654672,0.24695594101496293,0.29172619395169985,0.2559011137464907,0.0,0.0
544,True,False,Word2Vec,True,64,8,20,5,0.3454550990847952,0.17442864447105816,0.28307329836838674,0.27091697022023004,0.0,10.0
545,True,True,FastText,True,256,8,5,2,0.40947087219303285,0.10263939970437534,0.2991429615945396,0.2434514545873469,0.0,0.0
546,True,False,FastText,True,64,8,5,20,0.3593745273147851,0.15656180758426338,0.31892100864211254,0.21214701629043492,0.0,4.761904761904762
547,False,True,Word2Vec,True,256,2,20,5,0.23299753353859654,0.3681331194479469,0.25835073955892063,0.3167286548178637,0.0,0.0
548,False,False,Word2Vec,True,128,20,5,5,0.37153255170265387,0.1420086912130501,0.4116306041776104,0.10066205365350644,0.0,0.0
549,True,False,FastText,True,32,8,20,5,0.45131081860596434,0.06900320454757426,0.32633777628495236,0.2011140869817576,0.0,0.0
550,False,False,Word2Vec,True,128,20,5,20,0.47593393632906855,0.05346828436895911,0.5092847114750014,0.036791756347854254,0.0,0.0
551,False,False,Word2Vec,True,256,8,20,2,0.3486948763821096,0.1701537305809446,0.4066860924157171,0.10522962591810442,0.0,0.0
552,False,False,FastText,True,64,8,10,5,0.32684840991520975,0.20036856293257108,0.30037908953501297,0.2414142723912359,0.0,0.0
553,False,True,FastText,True,128,8,10,20,0.2703331448564929,0.2939879457539619,0.3609493586182049,0.15462189697809428,0.0,4.761904761904762
554,False,True,Word2Vec,True,128,20,50,5,0.2603545840641499,0.390288097240233,0.2933372900506612,0.3307016597105358,23.52941176470588,0.0
555,False,True,Word2Vec,True,128,8,5,5,0.3018005042463611,0.23908505579411526,0.2904900660112265,0.25801383980025383,0.0,9.523809523809524
556,True,False,FastText,True,256,8,10,5,0.31116811728664856,0.2240906899405648,0.29172619395169985,0.2559011137464907,0.0,0.0
557,False,True,Word2Vec,True,128,8,10,20,0.4424972511939194,0.07529835012126336,0.42028349976092344,0.09301210384782742,0.0,0.0
558,True,True,FastText,True,128,8,5,20,0.3446337243612528,0.17552375839740783,0.3560048468563117,0.16076799456829696,0.0,0.0
559,False,True,Word2Vec,True,256,8,20,2,0.32460065791690096,0.20366383149759987,0.4017415806538239,0.10994252225902455,0.0,0.0
