,Stopwords?,References Preserved?,Training Algorithm,Ngrams?,Dimensions,Window,Minimum Count Threshold,Number of Training Epochs,Pearson Correlation Coefficient,Pearson Correlation Coefficient P-Value,Spearman Correlation Coefficient,Spearman Correlation Coefficient P-Value,Unknown Word Pairs,Overall Analogy Accuracy (%)
270,True,False,FastText,True,256,8,10,20,0.25815144914012295,0.3171153748797013,0.341171311570632,0.18019052420684087,0.0,4.761904761904762
271,True,False,Word2Vec,True,256,8,20,8,0.3591910598756214,0.15678887620940551,0.2991429615945396,0.2434514545873469,0.0,5.0
272,False,True,FastText,True,64,20,50,5,0.2781684359664898,0.35744674221844575,0.2234950781338371,0.46295395977743314,23.52941176470588,0.0
273,False,True,FastText,True,128,8,10,5,0.28884052924606696,0.26084996296388696,0.2806010424874401,0.27530438526693324,0.0,0.0
274,False,True,Word2Vec,True,64,20,20,5,0.3459527638363765,0.17376735043611208,0.37949127772530444,0.13300261432328145,0.0,0.0
275,True,True,Word2Vec,True,256,2,20,5,0.21789871090026028,0.4008233526339252,0.20519723811856852,0.4294876228318424,0.0,0.0
276,False,True,Word2Vec,True,256,20,50,5,0.35081564557381106,0.2398908330070524,0.3743542558741771,0.20759822697789979,23.52941176470588,6.25
277,False,True,FastText,True,256,2,5,8,0.22655119256256703,0.3819034446692423,0.32139326452305916,0.20842679544350706,0.0,0.0
278,False,True,Word2Vec,True,256,8,50,20,0.41047507016840024,0.16356330052223628,0.4162595830242716,0.15712390550138017,23.52941176470588,18.75
279,True,True,Word2Vec,True,256,20,10,20,0.4961365673761053,0.04280923642605515,0.4561312100346493,0.06572852361858994,0.0,4.761904761904762
280,True,True,FastText,True,64,8,5,20,0.3631659153877043,0.15191929211858962,0.30037908953501297,0.2414142723912359,0.0,0.0
281,True,True,FastText,True,64,20,10,5,0.33890696975622453,0.1832867111654027,0.27565653072554686,0.2842086675902563,0.0,0.0
282,False,False,Word2Vec,True,256,8,10,5,0.3242607900650182,0.2041651425388087,0.3152126248206926,0.21780742039202328,0.0,0.0
283,False,False,FastText,True,128,20,5,5,0.2732114124608101,0.2886756610361402,0.3399351836301587,0.1818764214684005,0.0,0.0
284,True,False,Word2Vec,True,128,8,5,20,0.4123548154302367,0.10000512711083927,0.4029777085942972,0.10875056063021406,0.0,4.761904761904762
285,False,True,FastText,True,32,2,20,8,0.3992109113409211,0.11241153926778337,0.2694758910231803,0.295581408570781,0.0,0.0
286,True,True,Word2Vec,True,256,8,50,20,0.2925285906867676,0.332098772036764,0.3128931093873719,0.2979160959367903,23.52941176470588,12.5
287,True,True,Word2Vec,True,256,8,10,20,0.4033423317405824,0.10840071998270807,0.4029777085942972,0.10875056063021406,0.0,4.761904761904762
288,False,True,Word2Vec,True,64,20,5,5,0.33911073322710183,0.18300665624099302,0.3300461601063723,0.19574094992634922,0.0,0.0
289,False,True,Word2Vec,True,256,20,10,5,0.32382670890421855,0.2048065880044926,0.3090319851183261,0.2274555720392051,0.0,4.761904761904762
290,False,True,FastText,True,256,20,10,5,0.24454728334715378,0.3441666806910828,0.2855455542493333,0.2665727339410934,0.0,0.0
291,False,True,Word2Vec,True,128,20,5,5,0.36309815545942004,0.1520014299731277,0.39185255713003747,0.11981244924243752,0.0,4.761904761904762
292,False,False,Word2Vec,True,64,20,5,5,0.3587962882459034,0.15727822342689332,0.35353259097536505,0.1639021526345442,0.0,0.0
293,False,False,Word2Vec,True,128,8,10,5,0.3532125365382317,0.16431088720651552,0.27565653072554686,0.2842086675902563,0.0,19.047619047619047
294,True,False,FastText,True,256,8,5,2,0.3983396235309597,0.11327058391652874,0.35847710273725825,0.15767463322576775,0.0,0.0
295,False,False,Word2Vec,True,32,8,5,2,0.3247905984117412,0.20338401573912193,0.4128667321180837,0.09954262112954111,0.0,0.0
296,False,False,Word2Vec,True,128,8,5,20,0.45037128025385575,0.06965518432394582,0.46107572179654255,0.062490105796102154,0.0,9.523809523809524
297,False,False,Word2Vec,True,256,20,50,20,0.4764918417576012,0.09972708682535202,0.48051441798774974,0.09649769825534729,23.52941176470588,6.25
298,False,True,FastText,True,128,20,50,5,0.26979600435464046,0.3726916086152194,0.24025720899387487,0.42914187218689703,23.52941176470588,0.0
299,False,True,FastText,True,128,20,10,20,0.2311279689457244,0.37209794041531724,0.32386552040400574,0.20474918256399632,0.0,4.761904761904762
300,False,False,Word2Vec,True,256,2,5,2,0.1610561481055029,0.5368893782443613,0.21632238958282826,0.404323572225992,0.0,0.0
301,False,False,Word2Vec,True,32,2,5,8,0.18896789823232243,0.4676104665277297,0.24598946015418757,0.3412382703128589,0.0,0.0
302,False,False,FastText,True,256,8,10,20,0.22192926938220298,0.39194806785971803,0.35229646303489176,0.16548458262047802,0.0,4.761904761904762
303,False,False,FastText,True,64,20,10,5,0.26614432527902765,0.3018231726932842,0.31892100864211254,0.21214701629043492,0.0,0.0
304,True,False,FastText,True,256,8,5,8,0.3104370513070788,0.22523867284840982,0.35229646303489176,0.16548458262047802,0.0,0.0
305,False,False,FastText,True,256,8,20,20,0.2061131674373001,0.42738566592655436,0.35476871891583833,0.16232996349106865,0.0,0.0
306,True,True,Word2Vec,True,256,20,5,20,0.4247484392825682,0.08923240112622167,0.4314086512251832,0.08380196475695273,0.0,4.761904761904762
307,False,True,FastText,True,64,20,5,5,0.2452227506993126,0.34279332749955166,0.2818371704279134,0.2731052814371888,0.0,0.0
308,True,False,Word2Vec,True,256,8,5,2,0.42574161641051816,0.08840693422783025,0.44871444239180946,0.07081593499269707,0.0,9.523809523809524
309,False,False,FastText,True,256,20,5,5,0.273936549132085,0.2873465115219227,0.3720745100824646,0.14138245680173503,0.0,0.0
310,False,False,Word2Vec,True,128,8,10,20,0.4260296769310632,0.08816855043698638,0.3646577424396248,0.15011857633807937,0.0,4.761904761904762
311,True,False,FastText,True,256,8,5,20,0.2498877550980364,0.3333944296739546,0.3386990556896854,0.18357276364484984,0.0,0.0
312,True,False,FastText,True,32,8,20,2,0.4416729907302497,0.0759078169065214,0.24351720427324094,0.34626707182429683,0.0,0.0
313,False,True,FastText,True,256,20,5,20,0.19836581516460342,0.44533346392995754,0.369602254201518,0.14425464275843936,0.0,4.761904761904762
314,False,False,FastText,True,256,20,20,5,0.24257849591421346,0.3481875049049929,0.3349906718682655,0.18872462207682716,0.0,0.0
315,True,True,FastText,True,128,20,10,20,0.31048404315995387,0.22516476929668056,0.35229646303489176,0.16548458262047802,0.0,0.0
316,False,True,FastText,True,32,2,20,5,0.40123105385177454,0.1104374941732699,0.2904900660112265,0.25801383980025383,0.0,0.0
317,False,False,Word2Vec,True,64,8,50,5,0.3215944086711081,0.28395067912795396,0.2989246670040071,0.3211381120185616,23.52941176470588,6.25
318,False,True,FastText,True,128,8,50,5,0.3012234511653771,0.317248840478387,0.2151140127038182,0.48032169937175884,23.52941176470588,0.0
319,True,False,Word2Vec,True,64,8,50,5,0.3199157244137625,0.2866148837301911,0.3520047480607934,0.2381909982343861,23.52941176470588,12.5
320,True,False,Word2Vec,True,64,20,20,20,0.4763433985170472,0.053234293209311195,0.46478410561796246,0.06013993273619921,0.0,0.0
321,True,True,FastText,True,256,8,20,20,0.2670133359984187,0.30018754401367337,0.37578289390388453,0.1371483446008381,0.0,0.0
322,True,False,FastText,True,64,20,10,20,0.33754513345743337,0.18516573526425187,0.29296232189217314,0.25379918563566767,0.0,0.0
323,False,True,Word2Vec,True,64,8,10,20,0.4313829804429437,0.083822424282146,0.4338809071061298,0.08184849287308218,0.0,0.0
324,False,True,FastText,True,256,8,10,20,0.20993729244565595,0.4186679875980249,0.3609493586182049,0.15462189697809428,0.0,0.0
325,False,False,FastText,True,128,8,10,20,0.2796255405814505,0.2770474460951251,0.35229646303489176,0.16548458262047802,0.0,4.761904761904762
326,True,True,FastText,True,256,8,20,8,0.2848950948664032,0.2677115315122299,0.35229646303489176,0.16548458262047802,0.0,0.0
327,True,True,Word2Vec,True,64,20,20,20,0.44259245743601283,0.07522818466305323,0.4252280115228167,0.0888331197971482,0.0,15.0
328,False,True,Word2Vec,True,128,20,5,20,0.44403751068400704,0.07416906042787433,0.47590925708222215,0.05348241207879802,0.0,9.523809523809524
329,False,True,FastText,True,64,20,10,5,0.2795541155426421,0.2771753348230831,0.30532360129690617,0.2333732997455697,0.0,0.0
330,True,False,FastText,True,128,20,50,5,0.3229571644152762,0.2817984663281693,0.2262887666105101,0.4572322368103827,23.52941176470588,0.0
331,True,False,Word2Vec,True,32,2,5,2,0.3671148854471086,0.1471845413700298,0.39926932477287724,0.11235411160740566,0.0,0.0
332,True,False,Word2Vec,True,256,8,5,20,0.3758671463508845,0.1370531773680423,0.35476871891583833,0.16232996349106865,0.0,4.761904761904762
333,False,False,FastText,True,64,20,50,5,0.2585680179668539,0.39366559438256843,0.19835188184378041,0.5159433095361785,23.52941176470588,0.0
334,False,True,Word2Vec,True,256,8,50,5,0.3491994421959296,0.24221290585302205,0.3017183554806801,0.3164149939883433,23.52941176470588,12.5
335,True,False,Word2Vec,True,32,8,5,2,0.38146210459083574,0.13083508033566957,0.35476871891583833,0.16232996349106865,0.0,0.0
336,True,False,FastText,True,64,20,50,20,0.31136960612076003,0.30040091943081854,0.18717712793708854,0.54032138380796,23.52941176470588,0.0
337,True,True,FastText,True,64,8,10,5,0.3820557606726689,0.13018700776397082,0.2991429615945396,0.2434514545873469,0.0,0.0
338,False,True,FastText,True,256,20,20,20,0.19279129092211975,0.45848140457964703,0.36218548655867816,0.15311070819507402,0.0,5.0
339,False,False,FastText,True,64,8,50,5,0.2972523759292067,0.32398408777418763,0.17320868555372373,0.5714667481008082,23.52941176470588,0.0
340,False,True,FastText,True,32,8,20,8,0.39469488331733116,0.11691431089225542,0.3115042409992727,0.22356413891522944,0.0,0.0
341,False,True,Word2Vec,True,128,8,10,5,0.33320624222819095,0.1912373120325826,0.3077958571778528,0.2294173974746495,0.0,19.047619047619047
342,True,True,FastText,True,256,8,5,20,0.238177928529857,0.3572708310403982,0.35229646303489176,0.16548458262047802,0.0,0.0
343,False,False,FastText,True,32,2,5,5,0.3737727043499614,0.13943249940558974,0.2521700998565541,0.328850890616766,0.0,0.0
344,True,False,FastText,True,64,20,20,5,0.29570395949409106,0.24917579520628985,0.21879464546377486,0.3988412237770148,0.0,0.0
345,True,True,FastText,True,64,20,10,20,0.3212147978453768,0.20869392203151982,0.2768926586660202,0.2819664239709679,0.0,0.0
346,False,False,FastText,True,256,8,10,5,0.28410252963384836,0.2691031629291648,0.32139326452305916,0.20842679544350706,0.0,0.0
347,True,True,FastText,True,256,2,5,5,0.2675703132647927,0.29914200534687213,0.3152126248206926,0.21780742039202328,0.0,0.0
348,True,True,FastText,True,256,8,50,20,0.253051082090067,0.4041903059667419,0.2151140127038182,0.48032169937175884,23.52941176470588,0.0
349,False,True,FastText,True,32,2,5,8,0.3554271316962056,0.16149672359147788,0.26205912338034054,0.30958321926085586,0.0,0.0
350,False,True,FastText,True,256,8,50,5,0.2994804275095162,0.32019539921963575,0.2234950781338371,0.46295395977743314,23.52941176470588,0.0
351,True,True,FastText,True,128,8,5,5,0.3356686618657716,0.18777567439253362,0.29172619395169985,0.2559011137464907,0.0,0.0
352,True,True,Word2Vec,True,128,20,20,5,0.3685941535453067,0.1454372301743236,0.3300461601063723,0.19574094992634922,0.0,25.0
353,True,True,FastText,True,256,8,5,5,0.3068870158526157,0.23086665112920213,0.32386552040400574,0.20474918256399632,0.0,0.0
354,True,True,Word2Vec,True,256,20,5,5,0.31377977728735257,0.22002027399323507,0.33251841598731885,0.19221171028613243,0.0,14.285714285714285
355,False,False,FastText,True,128,20,50,20,0.25033635270255006,0.4094215381446497,0.18717712793708854,0.54032138380796,23.52941176470588,6.25
356,True,False,Word2Vec,True,32,2,5,8,0.16932603435790983,0.515893290368557,0.19159983077336218,0.46131658947466425,0.0,0.0
357,False,False,FastText,True,256,8,5,2,0.3880092252050607,0.12381083078939788,0.29172619395169985,0.2559011137464907,0.0,0.0
358,False,False,FastText,True,128,20,20,5,0.2683817452292419,0.29762271380806943,0.3349906718682655,0.18872462207682716,0.0,0.0
359,False,True,Word2Vec,True,64,8,5,20,0.38917034267795597,0.12259318051659931,0.4017415806538239,0.10994252225902455,0.0,0.0
360,True,False,Word2Vec,True,128,8,5,5,0.4183256137511972,0.09470526290574596,0.4252280115228167,0.0888331197971482,0.0,0.0
361,False,False,Word2Vec,True,64,20,20,5,0.33928278765916636,0.18277040383033158,0.3708383821419913,0.14281358850647122,0.0,0.0
362,True,False,FastText,True,256,20,20,5,0.26308968042188957,0.3076145919882885,0.35724097479678496,0.1592162249095821,0.0,5.0
363,True,False,Word2Vec,True,128,20,5,5,0.332742720521614,0.19189359439124337,0.2793649145469668,0.277514279082947,0.0,19.047619047619047
364,True,True,FastText,True,128,20,20,20,0.3210847762054681,0.20888867654821128,0.34982420715394513,0.1686802459180893,0.0,0.0
365,True,True,FastText,True,32,2,20,5,0.39279490887667784,0.11884607058988222,0.29790683365406634,0.24549942067393601,0.0,0.0
366,False,False,Word2Vec,True,128,20,20,20,0.4576568665960494,0.06471637947633155,0.4845621526655353,0.048697660413097255,0.0,5.0
367,False,False,Word2Vec,True,128,20,50,5,0.360008239813882,0.22693966754424424,0.3659731904441582,0.21876893908315168,23.52941176470588,18.75
368,False,False,Word2Vec,True,256,8,50,5,0.3158783352476159,0.2930814080054026,0.2933372900506612,0.3307016597105358,23.52941176470588,18.75
369,True,True,FastText,True,128,20,5,20,0.3248179347537236,0.203343765141751,0.341171311570632,0.18019052420684087,0.0,0.0
370,False,False,FastText,True,256,20,50,20,0.22360971544673117,0.4627185026718591,0.229082455087183,0.4515447225054908,23.52941176470588,6.25
371,False,False,Word2Vec,True,256,20,20,20,0.4853808344169352,0.048262209322621694,0.44871444239180946,0.07081593499269707,0.0,10.0
372,True,False,Word2Vec,True,32,8,20,5,0.3155712837834913,0.21725576718413236,0.2694758910231803,0.295581408570781,0.0,0.0
373,True,False,FastText,True,256,20,50,20,0.24334364883702317,0.42305358046381486,0.2151140127038182,0.48032169937175884,23.52941176470588,0.0
374,True,True,Word2Vec,True,128,20,20,20,0.4672419094322442,0.05861886350086349,0.442533802689443,0.07527140660912708,0.0,15.0
375,True,True,FastText,True,128,8,50,20,0.30367314969224013,0.31313347994969204,0.2151140127038182,0.48032169937175884,23.52941176470588,0.0
376,False,False,FastText,True,256,8,5,5,0.26967752679065166,0.2952061431985019,0.3152126248206926,0.21780742039202328,0.0,0.0
377,True,True,FastText,True,256,8,10,5,0.3119957479070374,0.22279560181840663,0.30532360129690617,0.2333732997455697,0.0,0.0
378,False,True,FastText,True,32,8,20,2,0.41183408258315535,0.10047716987556633,0.2262114131066147,0.38263701371312364,0.0,0.0
379,False,False,FastText,True,256,8,50,5,0.2857264247248933,0.34397881256032975,0.2234950781338371,0.46295395977743314,23.52941176470588,0.0
380,True,False,FastText,True,128,8,10,20,0.36252753470768223,0.15269433131486357,0.36218548655867816,0.15311070819507402,0.0,0.0
381,False,False,FastText,True,128,20,50,5,0.29289818988760513,0.3314598466717347,0.25143196290056674,0.4073061852615003,23.52941176470588,0.0
382,False,True,FastText,True,64,8,5,5,0.3298854043474092,0.19597189715110763,0.29172619395169985,0.2559011137464907,0.0,0.0
383,True,False,FastText,True,128,8,5,5,0.3250724295829318,0.2029692909126742,0.3152126248206926,0.21780742039202328,0.0,0.0
384,True,True,Word2Vec,True,128,20,5,5,0.4152435281183996,0.09741523229984189,0.38690804536814427,0.12497340819812182,0.0,9.523809523809524
385,False,True,FastText,True,128,20,20,5,0.24159724155853093,0.3502014469367546,0.32633777628495236,0.2011140869817576,0.0,0.0
386,True,True,FastText,True,64,20,5,20,0.31348612192115993,0.220475564629551,0.2768926586660202,0.2819664239709679,0.0,0.0
387,True,True,Word2Vec,True,128,20,10,20,0.48344884020351164,0.04929455076146838,0.4932150482488484,0.04424185129561698,0.0,14.285714285714285
388,True,True,Word2Vec,True,256,8,5,2,0.43671282946617906,0.07965169372512158,0.5191737349987878,0.032708109928718684,0.0,0.0
389,False,True,FastText,True,256,2,20,5,0.2582393579589678,0.3169447549649925,0.32139326452305916,0.20842679544350706,0.0,0.0
390,False,False,FastText,True,64,8,20,5,0.32495733366297513,0.2031385920645625,0.29172619395169985,0.2559011137464907,0.0,0.0
391,False,False,Word2Vec,True,64,20,50,5,0.257828575549425,0.39506792361403975,0.22070138965716413,0.4687096259462916,23.52941176470588,12.5
392,False,False,Word2Vec,True,256,20,5,20,0.47500943359417963,0.05399942603007961,0.4561312100346493,0.06572852361858994,0.0,0.0
393,False,True,Word2Vec,True,256,20,20,5,0.36242861218124256,0.1528146708132439,0.398033196832404,0.11357380217556456,0.0,5.0
394,True,False,FastText,True,64,8,5,5,0.38334559266588236,0.12878663975482146,0.30037908953501297,0.2414142723912359,0.0,0.0
395,False,True,Word2Vec,True,128,8,20,5,0.3934705513691722,0.11815657699170891,0.385671917427671,0.1262875100692474,0.0,20.0
396,False,False,FastText,True,256,2,5,5,0.25747010095786005,0.3184396144833091,0.27194814690412694,0.29100002915040424,0.0,0.0
397,True,True,Word2Vec,True,256,8,50,5,0.3041435630260982,0.31234666998690686,0.2598130283305856,0.3913103104854949,23.52941176470588,0.0
398,False,False,FastText,True,256,8,20,5,0.27742565450306234,0.28100293515273156,0.3300461601063723,0.19574094992634922,0.0,0.0
399,True,False,Word2Vec,True,128,8,50,5,0.3143221045928499,0.2955961292561992,0.2989246670040071,0.3211381120185616,23.52941176470588,12.5
400,False,False,FastText,True,128,8,5,5,0.2976841072522589,0.24586957148802022,0.3152126248206926,0.21780742039202328,0.0,0.0
401,True,True,FastText,True,256,8,50,5,0.269994604541542,0.37232605763429905,0.2151140127038182,0.48032169937175884,23.52941176470588,0.0
402,True,False,FastText,True,256,2,5,5,0.23488980216242913,0.36414425286353175,0.30037908953501297,0.2414142723912359,0.0,0.0
403,True,False,Word2Vec,True,128,20,20,5,0.40566568060904756,0.1061902692927871,0.37454676596341124,0.13854986038491204,0.0,20.0
404,False,True,Word2Vec,True,128,8,20,20,0.4738776461990884,0.05465500861308763,0.4734370012012756,0.05491184990667918,0.0,0.0
405,True,True,FastText,True,32,2,5,2,0.4308086000336826,0.0842811505203058,0.3349906718682655,0.18872462207682716,0.0,0.0
406,False,False,FastText,True,128,20,20,20,0.26969145293845853,0.2951802357297137,0.36712999832057136,0.1471666177374228,0.0,5.0
407,True,False,Word2Vec,True,64,20,5,20,0.4151778101862921,0.09747361311422388,0.43635316298707644,0.07992829197265709,0.0,14.285714285714285
408,True,False,FastText,True,128,20,5,20,0.3263416479290323,0.20110842758180844,0.35229646303489176,0.16548458262047802,0.0,0.0
409,False,True,Word2Vec,True,64,20,50,5,0.2689376578151345,0.3742736998568404,0.2933372900506612,0.3307016597105358,23.52941176470588,6.25
410,True,False,Word2Vec,True,64,20,50,5,0.40910206669229143,0.16511632583757338,0.458164910174366,0.11537214331419238,23.52941176470588,0.0
411,True,True,Word2Vec,True,256,8,5,20,0.4143632973371807,0.09819926804006522,0.4017415806538239,0.10994252225902455,0.0,0.0
412,False,False,Word2Vec,True,64,20,10,5,0.3081845611346912,0.22879933765614296,0.3733106380229379,0.13996122255697607,0.0,0.0
413,False,False,FastText,True,64,8,10,20,0.34969436397023845,0.16884921999412858,0.28430942630886,0.2687394538044364,0.0,0.0
414,False,True,FastText,True,256,2,5,5,0.2503404784546269,0.3324903075148881,0.27194814690412694,0.29100002915040424,0.0,0.0
415,False,True,FastText,True,256,2,20,2,0.34466605903181013,0.17548056094820408,0.24104494839229437,0.35133788656123344,0.0,0.0
416,True,False,Word2Vec,True,256,20,5,5,0.3692560611799068,0.14466000993303824,0.34487969539205193,0.17519533225678144,0.0,23.809523809523807
417,True,True,Word2Vec,True,256,8,20,20,0.3463011414955377,0.1733054274646949,0.39185255713003747,0.11981244924243752,0.0,0.0
418,False,True,FastText,True,64,8,10,5,0.3511817294052155,0.1669204081001189,0.3164487527611659,0.21590992950317572,0.0,0.0
419,False,False,Word2Vec,True,32,8,20,2,0.3362778815466634,0.1869256754323864,0.3461158233325252,0.17355104320921022,0.0,0.0
420,True,False,FastText,True,256,8,20,20,0.24297527756452536,0.34737502048592506,0.36218548655867816,0.15311070819507402,0.0,0.0
421,False,True,FastText,True,32,8,5,8,0.3629782697987888,0.15214682822785514,0.23733656457087446,0.3590225874276378,0.0,0.0
422,True,True,Word2Vec,True,256,2,5,8,0.2374514041686547,0.3587832018834606,0.1384463293330101,0.5961726559936095,0.0,0.0
423,False,True,FastText,True,128,8,20,5,0.2801905642984373,0.27603702321095835,0.29172619395169985,0.2559011137464907,0.0,0.0
424,False,False,FastText,True,128,8,20,5,0.2892198585150239,0.2601960623484883,0.29172619395169985,0.2559011137464907,0.0,0.0
425,False,False,Word2Vec,True,256,8,10,20,0.48397306500643644,0.04901281307615062,0.5179376070583145,0.03319864138311652,0.0,4.761904761904762
426,False,False,Word2Vec,True,128,20,10,5,0.3714314616558173,0.14212571174673858,0.385671917427671,0.1262875100692474,0.0,14.285714285714285
427,False,False,Word2Vec,True,64,20,5,20,0.4324258283103086,0.08299418728587223,0.4066860924157171,0.10522962591810442,0.0,9.523809523809524
428,True,True,Word2Vec,True,256,8,5,8,0.2990519851150998,0.2436018130143845,0.27318427484460023,0.2887254752337663,0.0,14.285714285714285
429,False,True,Word2Vec,True,256,8,20,5,0.3245469798371778,0.20374295420302116,0.3077958571778528,0.2294173974746495,0.0,0.0
430,True,False,Word2Vec,True,256,20,5,20,0.4988790171957948,0.04149662139240628,0.49815956001074163,0.04183798394270051,0.0,0.0
431,False,True,Word2Vec,True,32,2,5,2,0.16686545687934784,0.5221002003856979,0.20272498223762192,0.4351879430697284,0.0,0.0
432,False,True,FastText,True,32,2,5,2,0.4055620672845439,0.10628816055716069,0.2496978439756075,0.333774118907858,0.0,0.0
433,False,False,FastText,True,256,2,5,8,0.23256809305440704,0.36904175047344484,0.32139326452305916,0.20842679544350706,0.0,0.0
434,False,True,FastText,True,128,8,5,20,0.30065061894229067,0.24096822660332745,0.3152126248206926,0.21780742039202328,0.0,0.0
435,False,True,FastText,True,256,20,10,20,0.22669373632754128,0.38159592914707774,0.36342161449915145,0.15160960895351755,0.0,0.0
436,True,True,Word2Vec,True,32,8,5,5,0.370472141804674,0.14323950893030182,0.3720745100824646,0.14138245680173503,0.0,0.0
437,True,True,Word2Vec,True,64,20,10,5,0.36501133781799444,0.14969391366092044,0.37949127772530444,0.13300261432328145,0.0,0.0
438,True,False,Word2Vec,True,256,2,5,2,0.22783411571073842,0.3791406463310054,0.29667070571359305,0.24755817405382208,0.0,0.0
439,False,False,FastText,True,64,20,20,5,0.26723766620737505,0.29976617692485963,0.255878483677974,0.32154562935351005,0.0,0.0
440,False,True,Word2Vec,True,256,8,5,20,0.4751991074913634,0.05389013542940984,0.4808537688441154,0.050707176700955855,0.0,0.0
441,False,True,FastText,True,128,20,5,5,0.24554032055935332,0.3421487337674831,0.3115042409992727,0.22356413891522944,0.0,0.0
442,False,True,FastText,True,64,20,5,20,0.27597971069861715,0.2836214028184157,0.22744754104708798,0.37997197979146813,0.0,4.761904761904762
443,False,False,Word2Vec,True,64,8,5,20,0.42598589321520797,0.08820475361879741,0.42399188358234335,0.08986492074151081,0.0,0.0
444,False,False,FastText,True,256,20,10,20,0.1952913899577645,0.4525607739823101,0.34858807921347185,0.17029351877760016,0.0,4.761904761904762
445,False,True,Word2Vec,True,32,2,5,5,0.19232888295338627,0.45958070452433025,0.12361279404733043,0.6364506783338719,0.0,0.0
446,True,False,Word2Vec,True,256,8,10,5,0.31504769529082866,0.21806140083054548,0.2694758910231803,0.295581408570781,0.0,0.0
447,False,False,Word2Vec,True,64,8,10,5,0.29926599233695866,0.2432482124259881,0.24722558809466086,0.3387396645247852,0.0,9.523809523809524
448,False,True,FastText,True,128,20,50,20,0.25484385017556904,0.40075454655096066,0.229082455087183,0.4515447225054908,23.52941176470588,6.25
449,True,False,FastText,True,128,20,10,20,0.34256539399782077,0.17830171136425968,0.35229646303489176,0.16548458262047802,0.0,0.0
450,True,True,FastText,True,32,2,5,8,0.3857066139587497,0.1262504940630267,0.32757390422542565,0.19931245314233148,0.0,0.0
451,False,False,Word2Vec,True,32,8,20,8,0.3039619691508727,0.2355704508335489,0.2904900660112265,0.25801383980025383,0.0,0.0
452,True,True,Word2Vec,True,128,8,20,5,0.4354810345984679,0.08060189421077894,0.44747831445133623,0.0716911436859737,0.0,20.0
453,True,False,Word2Vec,True,256,2,20,5,0.18222718473118998,0.4839221319848082,0.1384463293330101,0.5961726559936095,0.0,0.0
454,True,True,FastText,True,128,20,20,5,0.32835197728542537,0.19818385879280834,0.3152126248206926,0.21780742039202328,0.0,0.0
455,True,False,Word2Vec,True,64,8,5,20,0.4297625122378898,0.08512127044007314,0.41039447623713704,0.10179043716713208,0.0,0.0
456,True,False,Word2Vec,True,128,8,10,5,0.40479526729593474,0.10701460535230609,0.3399351836301587,0.1818764214684005,0.0,0.0
457,True,True,Word2Vec,True,32,8,5,8,0.3489204849102576,0.16985868184966166,0.32139326452305916,0.20842679544350706,0.0,0.0
458,True,False,FastText,True,32,8,20,8,0.41872953200026597,0.09435416259020929,0.30037908953501297,0.2414142723912359,0.0,0.0
459,True,True,FastText,True,256,8,20,2,0.3939946850035713,0.11762363648800135,0.30532360129690617,0.2333732997455697,0.0,0.0
460,True,False,FastText,True,256,2,5,8,0.22263323741041768,0.3904089749555386,0.29790683365406634,0.24549942067393601,0.0,0.0
461,True,True,Word2Vec,True,256,8,5,5,0.3505184273702621,0.1677787359921767,0.2806010424874401,0.27530438526693324,0.0,9.523809523809524
462,False,False,Word2Vec,True,64,20,20,20,0.43204957961574997,0.08329231927561191,0.4066860924157171,0.10522962591810442,0.0,0.0
463,True,True,FastText,True,64,20,50,20,0.3085267488533638,0.30506907608214195,0.18717712793708854,0.54032138380796,23.52941176470588,0.0
464,True,False,FastText,True,128,20,20,20,0.3034394531497623,0.23641705896839804,0.3152126248206926,0.21780742039202328,0.0,5.0
465,True,False,FastText,True,128,8,5,20,0.32742537451191517,0.19952837230881182,0.36218548655867816,0.15311070819507402,0.0,0.0
466,True,True,Word2Vec,True,64,8,20,20,0.37172801370390457,0.14178261484892948,0.39926932477287724,0.11235411160740566,0.0,10.0
467,False,True,FastText,True,256,8,50,20,0.21324847773498756,0.484228391017746,0.229082455087183,0.4515447225054908,23.52941176470588,0.0
468,True,False,Word2Vec,True,256,20,10,20,0.5533461833870215,0.021211808578673202,0.6019943070104992,0.010560365843838888,0.0,0.0
469,True,False,FastText,True,256,2,20,5,0.2433880009861283,0.3465310398333473,0.312740368939746,0.22163451653898986,0.0,0.0
470,True,False,FastText,True,64,20,5,5,0.3401932591787965,0.18152358211951347,0.29667070571359305,0.24755817405382208,0.0,0.0
471,False,True,Word2Vec,True,64,20,20,20,0.4512130551998108,0.06907083618517762,0.4660202335584357,0.059371309894850385,0.0,0.0
472,False,False,Word2Vec,True,32,8,5,5,0.23155206136427967,0.37119648758951923,0.14215471315443,0.586268583731725,0.0,4.761904761904762
473,True,True,Word2Vec,True,64,20,5,5,0.4020856050957234,0.10960986593677605,0.44871444239180946,0.07081593499269707,0.0,4.761904761904762
474,False,False,Word2Vec,True,256,8,5,2,0.34896117551491884,0.16980550363303315,0.38319966154672436,0.12894454888851256,0.0,0.0
475,True,False,FastText,True,64,8,10,5,0.37950890355529565,0.13298311970111534,0.29296232189217314,0.25379918563566767,0.0,0.0
476,False,True,FastText,True,256,8,20,2,0.37317540159784496,0.1401162288164061,0.24228107633276766,0.3487972357694308,0.0,0.0
477,True,True,Word2Vec,True,64,20,5,20,0.4514962760030475,0.06887504097622144,0.4870344085464819,0.04739161686490926,0.0,4.761904761904762
