,Stopwords?,References Preserved?,Training Algorithm,Ngrams?,Dimensions,Window,Minimum Count Threshold,Number of Training Epochs,Pearson Correlation Coefficient,Pearson Correlation Coefficient P-Value,Spearman Correlation Coefficient,Spearman Correlation Coefficient P-Value,Unknown Word Pairs,Overall Analogy Accuracy (%)
111,False,False,Word2Vec,True,256,8,20,20,0.24108629933140197,0.27977228419985933,0.14399206343403803,0.5226249576548427,0.0,0.0
112,False,True,Word2Vec,True,32,8,5,5,0.30931661390052684,0.16128369726447536,0.13378790145839753,0.5527998694448746,0.0,9.090909090909092
113,True,False,FastText,True,64,20,50,5,0.28200635577065514,0.20354597811732544,0.1417244718838957,0.5292623495012414,0.0,0.0
114,False,True,FastText,False,64,20,50,20,0.15026164493519517,0.5044814307411395,0.11451337328218772,0.6118479304603456,0.0,0.0
115,False,False,FastText,True,128,8,5,20,0.16243639673451302,0.4701473938870627,0.11451337328218772,0.6118479304603456,0.0,0.0
116,True,True,Word2Vec,False,32,2,20,8,0.002717033980505757,0.9904255444936048,-0.11564716905725889,0.6083042608755729,0.0,9.090909090909092
117,True,True,Word2Vec,False,256,20,20,5,0.20369672560383506,0.36322503064672257,0.16213279583517667,0.47098881328528575,0.0,9.090909090909092
118,True,True,FastText,False,256,20,10,20,0.13430587302138652,0.5512494008114753,0.18650940499920676,0.4059331864457656,0.0,0.0
119,False,True,Word2Vec,True,32,2,20,5,0.32586583800592095,0.13888035747167105,0.12698512680797056,0.5733437617955333,0.0,18.181818181818183
120,True,True,Word2Vec,True,64,8,10,20,0.3566836576933452,0.10321743983466745,0.20805152472555888,0.35283260833093744,0.0,18.181818181818183
121,True,False,FastText,True,64,8,20,5,0.16743250145569993,0.456411590840988,0.0725629296045546,0.7482811069797606,0.0,0.0
122,True,False,FastText,True,256,8,20,2,0.14239602771239163,0.5272925459800374,0.14342516554650248,0.5242805984011663,0.0,0.0
123,False,False,FastText,True,256,8,5,20,0.10684301664398127,0.636038902457251,0.14002377822128895,0.534266205974574,0.0,0.0
124,False,True,Word2Vec,True,32,2,20,8,0.30768624817762263,0.16361932547244198,0.17687214091110182,0.4310381636055245,0.0,9.090909090909092
125,False,False,FastText,True,256,2,20,2,0.1207169008179249,0.5925633404195735,0.1349216972334687,0.5494085967567186,0.0,0.0
126,False,False,Word2Vec,False,64,20,50,5,0.3581634418347078,0.10169342301081088,0.23526262332726686,0.29190510325814356,0.0,0.0
127,False,True,FastText,True,128,8,5,5,0.1449975350274387,0.5196945602887898,0.18877699654934907,0.40014572647911106,0.0,0.0
128,True,False,Word2Vec,False,64,20,5,20,0.31260241260960464,0.15664732235430295,0.19728046486238282,0.37885471992135034,0.0,9.090909090909092
129,False,True,Word2Vec,False,256,20,20,20,0.17776681746971223,0.428673200018056,0.1349216972334687,0.5494085967567186,0.0,0.0
130,True,True,FastText,True,32,2,20,8,0.028763026227204766,0.8988918596026624,-0.009070366200569325,0.9680444517836647,0.0,9.090909090909092
