,Stopwords?,References Preserved?,Training Algorithm,Ngrams?,Dimensions,Window,Minimum Count Threshold,Number of Training Epochs,Pearson Correlation Coefficient,Pearson Correlation Coefficient P-Value,Spearman Correlation Coefficient,Spearman Correlation Coefficient P-Value,Unknown Word Pairs,Overall Analogy Accuracy (%)
131,True,True,Word2Vec,False,32,8,20,2,0.2145115877793492,0.337739951085252,0.09637264088104909,0.6696434146160171,0.0,9.090909090909092
132,False,True,Word2Vec,False,128,20,5,5,0.2637336934231856,0.2356403700218999,0.2012487500751319,0.3691436723710212,0.0,0.0
133,True,False,Word2Vec,True,256,8,20,20,0.35678060179960636,0.10311708835547244,0.28231514799272023,0.20303024846149942,0.0,0.0
134,False,True,FastText,False,64,20,10,20,0.18730124112797053,0.4039070036804718,0.09864023243119141,0.6623109034246049,0.0,0.0
135,False,False,Word2Vec,True,256,20,10,20,0.33513367388643767,0.12734776281296756,0.22279086980148405,0.31896685182388607,0.0,0.0
136,False,False,Word2Vec,True,256,20,5,5,0.2152802570552594,0.3359699852765603,0.24093160220262272,0.2800904217994686,0.0,9.090909090909092
137,False,True,FastText,False,128,20,5,20,0.2036217069777193,0.36340559011736157,0.15986520428503437,0.4772975353293445,0.0,0.0
138,False,True,FastText,False,256,2,20,8,-0.001981266545503095,0.9930182157284864,0.11734786271986564,0.6030046521467224,0.0,9.090909090909092
139,False,True,Word2Vec,False,128,8,10,5,0.18761484450202376,0.40310608952509686,0.09467194721844233,0.6751619736811563,0.0,9.090909090909092
140,False,True,FastText,True,256,8,5,2,0.22410248409040381,0.3160518311950966,0.18650940499920676,0.4059331864457656,0.0,0.0
141,True,True,FastText,True,256,8,20,5,0.1464820085115258,0.5153824864787385,0.13152030990825522,0.5596106819193363,0.0,0.0
142,True,False,FastText,False,32,8,5,8,0.08931405911236386,0.692652206376115,-0.04081664790256196,0.8568805619923963,0.0,9.090909090909092
143,True,False,FastText,True,128,20,10,5,0.25090594897321455,0.26004178492951346,0.17573834513603068,0.43404521095573545,0.0,0.0
144,True,False,Word2Vec,True,64,20,20,5,0.3704968849601513,0.08962764071112234,0.24546678530290733,0.2708578168434653,0.0,18.181818181818183
145,False,False,Word2Vec,True,128,20,10,20,0.39795307414979825,0.0666218467462508,0.2721109860170797,0.22054004013969883,0.0,0.0
146,False,True,Word2Vec,True,32,8,5,8,0.32366066325457976,0.1417302094159697,0.14682655287171595,0.5143841168709524,0.0,18.181818181818183
147,False,False,Word2Vec,False,32,2,20,8,0.15120417115843618,0.5017806374200413,-0.01814073240113865,0.9361361911242329,0.0,9.090909090909092
148,False,True,FastText,False,256,2,20,2,-0.0635915140171238,0.778599658920891,0.10034092609379817,0.6568310128568271,0.0,18.181818181818183
149,False,False,FastText,False,256,8,20,8,0.05444165190128518,0.8098446154466188,0.09297125355583558,0.6806966945382145,0.0,0.0
150,True,True,Word2Vec,True,64,20,50,20,0.4339354684004796,0.043617128684594796,0.2851496374303982,0.19833722294386671,0.0,18.181818181818183
151,True,False,Word2Vec,True,32,2,20,5,0.17881778257828596,0.425904025532262,0.13435479934593314,0.5511030493938609,0.0,9.090909090909092
152,False,False,FastText,True,64,20,5,20,0.27759400786680755,0.2110114527827608,0.19047769021195582,0.39583534426601696,0.0,0.0
153,False,True,Word2Vec,False,32,8,5,5,0.22968595953829266,0.30382409112651604,0.085601581017873,0.7048611161235825,0.0,0.0
154,False,False,FastText,False,32,8,20,5,0.17124178799730638,0.4460803964513655,0.12811892258304172,0.5698967060316282,0.0,0.0
155,False,True,Word2Vec,False,256,8,5,8,0.20766888888013593,0.3537387180947968,0.1417244718838957,0.5292623495012414,0.0,0.0
156,False,True,FastText,False,128,20,10,20,0.18031635082304515,0.42197218114938073,0.17403765147342393,0.43857667554262214,0.0,0.0
157,True,False,Word2Vec,False,256,2,20,2,0.04687832833775804,0.8358869079580975,-0.05272150354080919,0.8157514635021663,0.0,0.0
158,True,True,FastText,False,128,20,10,5,0.13059518298367956,0.5624000832244576,0.20181564796266752,0.36776814629750365,0.0,9.090909090909092
159,False,True,FastText,True,64,8,50,5,0.2188374627174745,0.32785097725283713,0.18140732401138648,0.41912215561457056,0.0,0.0
160,True,True,FastText,False,128,20,5,20,0.20801693271970872,0.35291446899137496,0.1615658979476411,0.47256200106627066,0.0,0.0
161,False,False,Word2Vec,False,32,8,20,2,0.19404761183980168,0.3868721132681879,0.05782358452862944,0.7982607116723914,0.0,9.090909090909092
162,False,True,FastText,False,256,20,50,20,0.07938721078434094,0.725454320096846,0.11111198595697422,0.622529085485821,0.0,0.0
163,False,True,Word2Vec,True,64,8,50,20,0.34763632354965146,0.11290134193083959,0.21598809515105705,0.3343449731652235,0.0,9.090909090909092
164,True,True,Word2Vec,False,256,2,20,2,0.03734498813688365,0.8689472384656993,-0.07483052115469693,0.7406724960293856,0.0,0.0
165,True,True,FastText,True,128,8,50,5,0.17548383204573148,0.4347217628046678,0.12641822892043497,0.575070702773572,0.0,0.0
166,True,False,FastText,False,64,20,50,20,0.21385589398204555,0.33925413450196573,0.13548859512100428,0.5477165185674455,0.0,9.090909090909092
167,True,False,Word2Vec,True,64,20,5,5,0.37107029115613116,0.0890938000504377,0.22562535923916197,0.31268760674933443,0.0,18.181818181818183
168,True,True,Word2Vec,True,64,8,50,5,0.31331057481403757,0.15566042341311412,0.17233695781081715,0.44313310505745707,0.0,9.090909090909092
169,True,False,FastText,True,256,20,10,5,0.184376619606905,0.411418412407461,0.17063626414821043,0.447714375937703,0.0,0.0
170,True,True,FastText,True,128,8,10,5,0.14221607041774012,0.5278200569501021,0.10374231341901166,0.6459224033863727,0.0,0.0
171,True,False,FastText,True,256,20,5,5,0.19620363545632155,0.3815146832743323,0.2505688662907276,0.26070395078873676,0.0,0.0
172,False,True,Word2Vec,True,128,8,50,5,0.23326672068502569,0.29613715270438895,0.1258513310328994,0.5767999091566309,0.0,18.181818181818183
173,True,True,Word2Vec,True,256,8,20,8,0.28925158200544354,0.19167616752211458,0.23526262332726686,0.29190510325814356,0.0,0.0
174,True,False,Word2Vec,True,128,20,10,20,0.28881115073835956,0.19238400270417977,0.21598809515105705,0.3343449731652235,0.0,9.090909090909092
175,False,True,Word2Vec,False,128,20,20,5,0.23150784563222643,0.2998978454574705,0.1819742218989221,0.41764534414500243,0.0,9.090909090909092
176,True,True,Word2Vec,True,128,20,50,20,0.35652026623487126,0.10338673616862018,0.24093160220262272,0.2800904217994686,0.0,18.181818181818183
177,True,False,FastText,True,256,8,5,5,0.16980731345414163,0.44995634220560626,0.15703071484735642,0.48524300281273947,0.0,0.0
178,True,True,Word2Vec,False,256,8,5,20,0.19117892275705559,0.39406564645520115,0.11111198595697422,0.622529085485821,0.0,0.0
179,False,False,Word2Vec,True,128,8,20,5,0.22317704296965965,0.3181069132438306,0.13945688033375336,0.5359390394626347,0.0,18.181818181818183
180,True,True,FastText,False,256,20,20,5,0.11770888206139161,0.6018821353363651,0.21598809515105705,0.3343449731652235,0.0,9.090909090909092
181,False,True,FastText,False,64,20,20,5,0.14324256167448446,0.5248144254888952,0.14682655287171595,0.5143841168709524,0.0,9.090909090909092
182,False,True,Word2Vec,True,128,20,50,20,0.4019792229429931,0.06366675546637728,0.27948065855504234,0.20779730340628613,0.0,0.0
183,False,True,Word2Vec,False,256,20,50,20,0.21980285215877263,0.32566800813843905,0.157597612734892,0.4836486439788491,0.0,0.0
184,False,True,FastText,False,64,20,5,20,0.2154482609849223,0.3355838682096517,0.16610108104792576,0.46005157247779094,0.0,0.0
185,True,True,FastText,True,64,8,5,5,0.14361234605617154,0.523733658517807,0.03344697536459938,0.8825293381252381,0.0,0.0
186,True,True,Word2Vec,False,32,2,5,5,0.05539088618407371,0.8065892761303112,-0.06462635917905643,0.7750856229936227,0.0,9.090909090909092
187,True,True,Word2Vec,False,256,20,10,20,0.22192935260881153,0.3208903502210153,0.11451337328218772,0.6118479304603456,0.0,0.0
188,True,False,Word2Vec,False,32,2,5,8,0.02301500492308034,0.9190251952017279,-0.10827749651929633,0.6314865179634123,0.0,9.090909090909092
189,True,True,Word2Vec,True,32,2,5,5,0.1898981067416047,0.3973013737754502,0.099207130318727,0.6604824017647215,0.0,18.181818181818183
190,False,False,Word2Vec,False,256,20,50,20,0.18002607995639247,0.4227322373284119,0.08276709158019509,0.7142303030525088,0.0,0.0
191,False,True,FastText,False,32,8,20,5,0.1717453725576868,0.4447238860923045,0.15136173597200062,0.5013298281242269,0.0,0.0
192,False,False,FastText,False,32,2,5,2,-0.05823363833070831,0.7968589133383684,-0.10317541553147608,0.6477357077353938,0.0,0.0
193,True,True,Word2Vec,False,128,20,20,5,0.28097095697108054,0.20528166743502718,0.2828820458802558,0.20208573020603326,0.0,18.181818181818183
194,True,False,FastText,True,64,8,10,20,0.18131980357945401,0.419350405131539,0.06802774650426993,0.7635657409743606,0.0,0.0
195,False,True,FastText,False,256,2,5,8,-0.031802223697868684,0.8882700487728346,0.05328840142834479,0.8138036989136336,0.0,9.090909090909092
196,False,True,Word2Vec,True,64,8,5,5,0.3289735032800826,0.13493362390335042,0.1853756092241356,0.4088441160637495,0.0,18.181818181818183
197,False,False,Word2Vec,False,128,20,5,20,0.29687777193082193,0.17969922256221627,0.1899107923244202,0.397269253883469,0.0,18.181818181818183
198,True,False,FastText,False,128,20,20,5,0.17887903846934264,0.42574292083774284,0.2585054367162257,0.24539837512327062,0.0,0.0
199,False,False,Word2Vec,True,64,8,50,20,0.2931015053404625,0.1855639804881066,0.14909414442185828,0.5078366606132617,0.0,27.27272727272727
200,False,False,FastText,True,256,20,5,20,0.13969081464078353,0.5352484384306513,0.21145291205077238,0.3448375599534349,0.0,0.0
201,True,True,Word2Vec,False,128,8,50,5,0.1798541587819368,0.42318275081880946,0.08900296834308649,0.693672489670554,0.0,0.0
202,True,False,Word2Vec,True,256,2,20,2,0.26503435331589326,0.23325275735483614,0.041383545790097544,0.854913014496254,0.0,9.090909090909092
203,True,True,Word2Vec,True,64,20,50,5,0.3962448984688264,0.06790660715230941,0.31802971490746196,0.14919480190730283,0.0,18.181818181818183
204,False,False,Word2Vec,True,256,2,20,5,0.13853350196933606,0.5386689935429338,0.03854905635241963,0.8647588510806661,0.0,9.090909090909092
205,False,True,Word2Vec,True,256,20,10,20,0.25636035814055247,0.24947646475811833,0.17687214091110182,0.4310381636055245,0.0,0.0
206,False,False,Word2Vec,False,256,8,20,8,0.20556110054990032,0.35875439499268913,0.13095341202071964,0.5613192323425176,0.0,9.090909090909092
207,False,True,Word2Vec,False,64,20,5,20,0.25122315315137583,0.25941965013994267,0.14285826765896686,0.5259387149734946,0.0,18.181818181818183
208,False,True,FastText,True,64,8,20,20,0.2564301362253903,0.24934312377428983,0.1678017747105325,0.4554046851862623,0.0,0.0
209,False,True,FastText,False,64,20,10,5,0.09550150435722579,0.6724681199708993,0.15136173597200062,0.5013298281242269,0.0,9.090909090909092
210,True,True,FastText,True,64,8,50,5,0.16406995633368154,0.465633223047436,0.05158770776573804,0.8196501350529994,0.0,0.0
211,False,False,FastText,True,128,20,10,20,0.2936981843508277,0.1846287293284547,0.1717700599232816,0.4446574413888418,0.0,0.0
212,True,True,Word2Vec,True,256,20,20,5,0.259859191620442,0.24284703483302,0.14739345075925153,0.5127434659204368,0.0,18.181818181818183
213,True,True,FastText,True,128,8,10,20,0.19919847993181583,0.37414305001820075,0.0924043556683,0.6825451499556581,0.0,0.0
214,True,False,FastText,True,32,2,20,2,-0.03492860552473588,0.8773628359214195,-0.032880077477063806,0.8845073650264987,0.0,0.0
215,False,False,FastText,False,128,8,5,5,0.07209486206920848,0.7498544935187386,0.1519286338595362,0.4997095131974024,0.0,9.090909090909092
216,True,False,FastText,False,256,2,20,5,-0.047546536559131575,0.8335790017907695,0.011337957750711655,0.9600611089074539,0.0,0.0
217,True,True,FastText,False,256,2,5,8,-0.020513574066336387,0.9278025409874083,-0.032313179589528215,0.8864860564123831,0.0,0.0
218,False,True,FastText,False,256,20,50,5,-0.005408601274056443,0.980942080532609,0.05668978875355828,0.802139786715333,0.0,0.0
219,True,False,FastText,False,128,8,5,20,0.12241502022388867,0.5873297236073353,0.0725629296045546,0.7482811069797606,0.0,0.0
220,True,True,Word2Vec,False,256,8,10,5,0.1845995040959005,0.4108432935992709,0.07766501059237485,0.7311946211140772,0.0,0.0
221,False,True,Word2Vec,False,64,20,10,5,0.29602315307974847,0.18101522508779158,0.20068185218759635,0.37052214557619145,0.0,0.0
222,True,True,FastText,True,64,8,50,20,0.20518827903527076,0.3596458301205287,0.05555599297848711,0.8060233667065608,0.0,0.0
223,True,False,Word2Vec,True,128,8,20,20,0.2654196017709685,0.2325486086819611,0.16326659161024784,0.46785045517713675,0.0,0.0
224,False,False,FastText,False,128,20,20,5,0.0806901450514889,0.7211209025678913,0.1751714472484951,0.4355529177687406,0.0,0.0
225,True,True,FastText,True,64,20,20,5,0.24273874668179632,0.2763881372021755,0.15362932752214295,0.49486400792063745,0.0,0.0
226,False,False,FastText,False,128,20,10,5,0.08776010524101874,0.6977538034914329,0.18594250711167115,0.4073872210153838,0.0,0.0
227,False,True,Word2Vec,False,256,8,20,2,0.2568781975054087,0.2484880053965468,0.13945688033375336,0.5359390394626347,0.0,18.181818181818183
228,True,False,FastText,False,64,8,50,5,0.09884138793113884,0.6616618727997392,0.023242813388958894,0.9182262683864659,0.0,18.181818181818183
229,True,True,Word2Vec,True,32,2,20,2,0.1624330726800745,0.47015660223868394,0.07653121481730368,0.7349813156946108,0.0,18.181818181818183
230,True,True,FastText,False,256,20,50,5,0.10727903215946204,0.6346538360570682,0.20181564796266752,0.36776814629750365,0.0,18.181818181818183
231,False,True,FastText,True,256,8,20,8,0.1366240048982794,0.5443347130167945,0.21882258458873496,0.32788468852392383,0.0,0.0
232,True,True,Word2Vec,False,128,8,20,5,0.19152823806531047,0.39318573227465325,0.04195044367763313,0.8529462991138353,0.0,0.0
233,False,False,FastText,True,64,20,5,5,0.25014549586948764,0.2615371434783095,0.21825568670119938,0.32917072678100134,0.0,0.0
234,True,False,FastText,True,32,2,5,2,0.06280594448613078,0.781270022251025,0.07086223594194785,0.7540024896871511,0.0,18.181818181818183
235,False,True,FastText,False,256,8,20,5,0.032670279848569926,0.8852395624847428,0.07029533805441227,0.7559124058519983,0.0,9.090909090909092
236,True,True,FastText,False,32,8,5,2,-0.029614022801237396,0.8959159157006288,0.026644200714172395,0.906307034162519,0.0,18.181818181818183
237,True,True,FastText,True,32,8,20,8,0.11948071772450886,0.5963856267308523,0.05782358452862944,0.7982607116723914,0.0,0.0
238,False,True,FastText,False,64,8,5,5,0.08948189422333833,0.6921019716154894,0.06689395072919876,0.7674004670178668,0.0,9.090909090909092
239,False,False,FastText,False,32,2,20,5,0.025880792765876792,0.9089805842420859,-0.0691615422793411,0.7597363598217359,0.0,0.0
240,True,False,FastText,False,32,2,20,8,0.011942217243445234,0.9579343298689011,-0.044218035227775454,0.8450879801171803,0.0,9.090909090909092
241,True,True,Word2Vec,True,32,2,5,2,0.18647831742913348,0.40601284866140874,0.03854905635241963,0.8647588510806661,0.0,9.090909090909092
242,False,True,FastText,False,32,2,5,5,0.015389857246467718,0.9458055634020206,-0.08503468313033742,0.7067317015103489,0.0,9.090909090909092
243,True,False,Word2Vec,True,256,8,20,2,0.2964830196528885,0.1803062723616487,0.19331217964963374,0.3887091993624747,0.0,27.27272727272727
244,False,False,Word2Vec,False,64,8,5,5,0.2249292094327896,0.3142227798998275,0.15079483808446503,0.5029527063639416,0.0,18.181818181818183
245,True,True,FastText,True,256,2,5,2,0.11229632789029743,0.618801504352284,0.06065807396630737,0.788583292390677,0.0,0.0
246,True,False,FastText,False,128,8,5,5,0.04685160605057803,0.8359792305847529,0.032313179589528215,0.8864860564123831,0.0,0.0
247,False,True,FastText,True,64,8,5,20,0.22244309672464366,0.3197424804673563,0.16326659161024784,0.46785045517713675,0.0,0.0
248,True,False,Word2Vec,False,64,20,10,5,0.2974766911013126,0.1787808832535833,0.19671356697484724,0.38025374492319697,0.0,18.181818181818183
249,True,False,FastText,True,128,20,20,5,0.23549909733169347,0.2914061885130839,0.16610108104792576,0.46005157247779094,0.0,0.0
250,True,True,FastText,False,64,20,5,20,0.21642281243022088,0.3333492968488917,0.14739345075925153,0.5127434659204368,0.0,0.0
251,False,True,FastText,False,256,2,5,2,-0.07371167747914519,0.7444237554790459,0.04591872889038221,0.8392035196524897,0.0,9.090909090909092
252,False,True,FastText,False,256,8,50,5,0.04297641837758232,0.8493890790420611,0.099207130318727,0.6604824017647215,0.0,9.090909090909092
253,False,False,FastText,False,64,20,5,20,0.1806602913356355,0.42107255198340166,0.11111198595697422,0.622529085485821,0.0,0.0
254,False,False,Word2Vec,False,32,2,20,2,0.11314246587534658,0.6161439053394774,-0.049320116215595705,0.8274597445376942,0.0,9.090909090909092
255,False,False,Word2Vec,True,32,2,5,2,0.2741482335155405,0.21696698909963386,0.10827749651929633,0.6314865179634123,0.0,18.181818181818183
256,True,False,Word2Vec,False,128,8,20,20,0.19891980571793116,0.3748255378106867,0.1088443944068319,0.6296909805134877,0.0,0.0
257,False,True,Word2Vec,False,128,8,10,20,0.19084679837388147,0.39490327601975594,0.09013676411815767,0.6899564660428967,0.0,0.0
258,False,False,Word2Vec,False,128,8,50,5,0.20738189058106365,0.3544192407706392,0.1258513310328994,0.5767999091566309,0.0,9.090909090909092
259,True,False,Word2Vec,False,64,20,20,20,0.2891488991545488,0.19184103515533607,0.1853756092241356,0.4088441160637495,0.0,0.0
260,False,False,Word2Vec,True,64,8,20,5,0.32508669252842565,0.1398825937251377,0.1848087113366,0.41030386784801787,0.0,18.181818181818183
261,True,True,FastText,True,32,8,20,2,0.08285004033339448,0.713955549352657,0.05158770776573804,0.8196501350529994,0.0,9.090909090909092
262,False,False,FastText,False,256,20,5,5,0.04018359271174408,0.8590786932135728,0.17743903879863743,0.4295388318061695,0.0,0.0
263,False,False,FastText,False,256,2,5,2,-0.039756400098733095,0.8605625871295748,0.09750643665612024,0.6659734761921386,0.0,9.090909090909092
264,False,False,Word2Vec,True,256,20,10,5,0.24672109687425398,0.26833871201058584,0.19444597542470488,0.3858790580850576,0.0,18.181818181818183
265,True,True,Word2Vec,True,32,8,20,8,0.283253022663466,0.20146924131366475,0.12358373948275704,0.583739237542082,0.0,9.090909090909092
266,False,False,Word2Vec,False,64,20,50,20,0.284816101303613,0.19888562060603168,0.20805152472555888,0.35283260833093744,0.0,9.090909090909092
267,False,False,Word2Vec,True,256,8,20,5,0.2797183901467978,0.2073946345077748,0.17913973246124418,0.425057655544126,0.0,18.181818181818183
268,False,True,FastText,True,256,20,50,20,0.15069552870185654,0.5032372661813053,0.15249553174707176,0.49809176756415896,0.0,0.0
269,False,True,FastText,False,256,20,5,20,0.08172866906820528,0.7176727850213426,0.1116788838445098,0.6207437175737802,0.0,0.0
270,False,True,Word2Vec,True,256,20,5,20,0.27526487820005735,0.21502494309807957,0.18367491556152885,0.41323192646261453,0.0,0.0
271,True,False,Word2Vec,False,256,8,20,2,0.16862339619563915,0.4531684970929697,0.034013873252134966,0.8805519869617132,0.0,18.181818181818183
272,False,False,FastText,True,64,8,5,5,0.23540285846646886,0.2916091701818284,0.20068185218759635,0.37052214557619145,0.0,0.0
273,False,True,FastText,False,256,8,20,8,0.07109223408189846,0.7532280059513448,0.15306242963460737,0.4964765971690901,0.0,0.0
274,False,True,Word2Vec,False,256,8,5,2,0.24972048168122896,0.26237527702702496,0.15419622540967853,0.49325400569103506,0.0,18.181818181818183
275,False,True,Word2Vec,False,256,2,20,8,0.20749401291593306,0.3541532885521674,0.12074925004507914,0.5924634557414394,0.0,0.0
276,True,False,FastText,True,256,8,50,20,0.20388555683954482,0.362770769283531,0.15419622540967853,0.49325400569103506,0.0,0.0
277,False,True,Word2Vec,True,64,8,20,5,0.316654208845427,0.15105949469839866,0.15816451062242762,0.4820569122512064,0.0,18.181818181818183
278,True,False,FastText,True,256,2,20,8,0.04251951313282935,0.8509728980601741,0.03968285212749079,0.8608181089441171,0.0,0.0
279,True,False,Word2Vec,False,256,8,50,20,0.19572411013312607,0.3827025911651274,0.11621406694479447,0.6065355971027382,0.0,18.181818181818183
280,False,False,FastText,True,256,8,5,8,0.11112262220121456,0.6224955691756048,0.1689355704856037,0.4523203615742296,0.0,0.0
281,True,False,FastText,True,128,8,20,5,0.1255754242882568,0.5776423237372346,0.08163329580512392,0.7179892241828125,0.0,0.0
282,False,False,Word2Vec,True,64,20,10,20,0.38895878090822456,0.07359864651201298,0.2233577676890196,0.31770495346627203,0.0,0.0
283,False,False,FastText,False,64,8,50,20,0.22725611976265045,0.30910927896314105,0.1218830458201503,0.5889671480982825,0.0,0.0
284,False,True,Word2Vec,False,64,20,10,20,0.2420482582465601,0.27779908453052327,0.13435479934593314,0.5511030493938609,0.0,18.181818181818183
285,True,False,FastText,True,256,2,5,2,0.09306571910204285,0.6803888470930209,0.0759643169297681,0.736876900675212,0.0,0.0
286,True,False,FastText,False,64,8,10,20,0.11287814565954217,0.6169736010238195,0.020975221838816564,0.9261820115026848,0.0,9.090909090909092
287,False,True,FastText,False,64,20,50,5,0.136978990160519,0.5432793624085087,0.1388899824462178,0.5376143024372451,0.0,9.090909090909092
288,False,False,FastText,True,128,20,10,5,0.19550866185131446,0.38323699224154567,0.2233577676890196,0.31770495346627203,0.0,0.0
289,False,True,FastText,True,64,20,50,20,0.28204796949844824,0.20347642566868945,0.157597612734892,0.4836486439788491,0.0,0.0
290,True,True,Word2Vec,False,64,20,10,5,0.3441460872791811,0.11680820550699471,0.2176887888136638,0.3304597759729313,0.0,9.090909090909092
291,True,False,Word2Vec,False,64,20,50,20,0.2688451638904203,0.2263486453057061,0.16553418316039017,0.4616059554900269,0.0,27.27272727272727
292,True,False,Word2Vec,True,256,8,5,5,0.22112833708193402,0.3226850251554648,0.14682655287171595,0.5143841168709524,0.0,27.27272727272727
293,True,True,FastText,True,32,8,5,2,0.06407927031637022,0.77694285419773,0.0595242781912362,0.7924507324318427,0.0,0.0
294,False,True,Word2Vec,False,32,8,20,5,0.29511724405471634,0.18241739747114671,0.1615658979476411,0.47256200106627066,0.0,36.36363636363637
295,True,False,Word2Vec,False,256,8,5,20,0.20961049373458274,0.34915488093939695,0.12074925004507914,0.5924634557414394,0.0,0.0
296,False,False,FastText,False,256,8,50,5,0.06346938115982523,0.77901466403737,0.14455896132157361,0.5209717992143068,0.0,9.090909090909092
297,True,False,Word2Vec,True,128,8,50,20,0.2601469502059234,0.24230693925996658,0.14059067610882453,0.5325958086976024,0.0,0.0
298,True,False,Word2Vec,True,256,8,5,8,0.2641330314976563,0.23490561736606833,0.1882100986618135,0.40158828246677447,0.0,18.181818181818183
299,False,False,Word2Vec,False,64,8,20,5,0.2461157923201082,0.2695525192535312,0.16326659161024784,0.46785045517713675,0.0,18.181818181818183
300,False,False,Word2Vec,True,128,20,50,20,0.4369900226697244,0.041994767442497506,0.27267788390461534,0.2195418955397271,0.0,18.181818181818183
301,False,True,FastText,True,256,8,20,5,0.17287487100844867,0.4416892579197633,0.2171218909261282,0.33175183451916523,0.0,0.0
302,True,False,Word2Vec,True,256,20,20,20,0.35270148634504267,0.10740174158759226,0.27607927122982884,0.21361587736163232,0.0,9.090909090909092
303,True,False,Word2Vec,False,256,20,20,20,0.24762333102969014,0.26653591633212576,0.12301684159522146,0.5854796572670453,0.0,9.090909090909092
304,False,True,FastText,True,64,20,20,5,0.22749366271348523,0.3085901380595051,0.20068185218759635,0.37052214557619145,0.0,0.0
305,False,False,Word2Vec,False,128,20,5,5,0.23823966032438468,0.2856627396504577,0.20408323951280982,0.3622955662692271,0.0,9.090909090909092
306,False,True,Word2Vec,False,256,8,50,5,0.18282714960559976,0.4154287434307704,0.05725668664109386,0.8001996807367672,0.0,0.0
307,False,True,Word2Vec,True,128,20,20,5,0.25600271928064244,0.25016060884634894,0.14115757399636011,0.5309278543215052,0.0,9.090909090909092
308,True,True,FastText,True,64,8,20,5,0.15156195971771444,0.5007572529060564,0.07142913382948343,0.7520939610282176,0.0,0.0
309,True,True,Word2Vec,False,128,20,10,20,0.2912764176761468,0.18844471457245857,0.2278929507893043,0.3077187087780896,0.0,9.090909090909092
310,True,True,Word2Vec,False,128,8,10,5,0.23001057270012784,0.3031222396293639,0.11678096483233005,0.604769058166779,0.0,9.090909090909092
311,True,False,FastText,False,256,20,5,5,0.06899508526596748,0.7602982283808019,0.1252844331453638,0.5785313734093832,0.0,0.0
312,True,True,Word2Vec,True,32,2,20,8,0.2145652201813037,0.3376162761337277,0.08106639791758834,0.7198710557595067,0.0,18.181818181818183
313,True,False,FastText,True,32,8,5,8,0.06696456724115918,0.7671614732032187,-0.008503468313033741,0.9700407782726375,0.0,0.0
314,False,False,FastText,True,32,8,20,8,0.2442944026604494,0.2732258510894598,0.1320872077957908,0.5579044632316312,0.0,0.0
315,True,False,Word2Vec,False,256,2,20,5,0.1052705072203996,0.6410439413131113,-0.008503468313033741,0.9700407782726375,0.0,0.0
316,True,True,FastText,False,64,8,5,20,0.10981585864718196,0.6266187532896698,0.013605549300853987,0.9520814601431706,0.0,9.090909090909092
317,True,False,FastText,False,128,20,20,20,0.19065643202190774,0.3953838342295085,0.14909414442185828,0.5078366606132617,0.0,9.090909090909092
318,True,False,FastText,False,256,2,5,5,-0.034616097622565054,0.8784521691038675,-0.0005668978875355828,0.9980022871946365,0.0,0.0
319,True,False,Word2Vec,True,256,2,5,5,0.13643564590244603,0.5448950749127528,0.0045351831002846624,0.9840192682305794,0.0,18.181818181818183
320,True,True,Word2Vec,False,64,20,10,20,0.29621793350262726,0.18071470943066656,0.1819742218989221,0.41764534414500243,0.0,9.090909090909092
321,True,False,FastText,False,32,2,20,5,-0.036930125774471516,0.8703911417043793,-0.02834489437677914,0.900354554320981,0.0,9.090909090909092
322,True,True,FastText,True,256,2,20,8,0.0301646737545287,0.8939910010074775,0.05725668664109386,0.8001996807367672,0.0,0.0
323,False,False,Word2Vec,True,128,8,5,5,0.2691540046535922,0.22579507193223533,0.13775618667114664,0.5409720897746146,0.0,18.181818181818183
324,False,False,FastText,True,256,2,20,5,0.109571134331765,0.6273921263138894,0.19217838387456257,0.3915509632778743,0.0,0.0
325,False,False,FastText,False,128,20,5,20,0.22145705884004724,0.32194779490570546,0.1717700599232816,0.4446574413888418,0.0,0.0
326,False,True,FastText,True,128,8,20,20,0.21346758222406198,0.34015274767714043,0.17347075358588837,0.44009271753910917,0.0,0.0
327,False,False,FastText,False,128,20,50,20,0.17042118723097455,0.44829550589917033,0.10260851764394048,0.6495509427326213,0.0,0.0
328,False,True,Word2Vec,True,256,2,5,5,0.18386863714036186,0.4127308281628333,0.06462635917905643,0.7750856229936227,0.0,18.181818181818183
329,False,True,Word2Vec,True,64,20,10,5,0.3219692312355658,0.14394402882841884,0.13038651413318406,0.5630301072643815,0.0,9.090909090909092
330,False,True,Word2Vec,False,256,20,50,5,0.21922598312366753,0.3269713917489672,0.20238254585020307,0.3663955700316257,0.0,0.0
331,False,True,FastText,False,128,8,10,20,0.10928161538962748,0.6283075463913458,0.06179186974137852,0.7847206546584289,0.0,9.090909090909092
332,False,True,FastText,False,128,20,50,20,0.1494219460217703,0.5068935159521937,0.1451258592091092,0.5193211295241027,0.0,0.0
333,True,True,Word2Vec,False,256,8,20,2,0.177496440581815,0.4293871716028479,0.020975221838816564,0.9261820115026848,0.0,18.181818181818183
334,False,False,FastText,False,256,20,20,5,0.05004596202874215,0.8249581738040387,0.18027352823631534,0.4220842629199203,0.0,0.0
335,True,False,FastText,False,128,8,50,20,0.1359174368218608,0.5464380925799994,0.10317541553147608,0.6477357077353938,0.0,18.181818181818183
